Bachelors,Discipline,year,degrees,percent,label
Humanities,Linguistics,2012,2209,0.0011568128105105006,Humanities: Linguistics
Humanities,Linguistics,2013,2306,0.00117625515249235,Humanities: Linguistics
Humanities,Linguistics,2014,2402,0.00120744109451871,Humanities: Linguistics
Humanities,Linguistics,2015,2431,0.0012064576002858575,Humanities: Linguistics
Humanities,Linguistics,2016,2431,0.0011908266668756696,Humanities: Linguistics
Humanities,Linguistics,2017,2399,0.0011534463476763272,Humanities: Linguistics
Humanities,Philosophy,1999,5129,0.004192678466766341,Humanities: Philosophy
Humanities,Philosophy,2e3,5174,0.004108856913465441,Humanities: Philosophy
Humanities,Philosophy,2001,6278,0.004758825772247966,Humanities: Philosophy
Humanities,Philosophy,2002,7059,0.005133721107819052,Humanities: Philosophy
Humanities,Philosophy,2003,7691,0.005360601703320562,Humanities: Philosophy
Humanities,Philosophy,2004,8292,0.005556951718453141,Humanities: Philosophy
Humanities,Philosophy,2005,8798,0.005722536961032372,Humanities: Philosophy
Humanities,Philosophy,2006,9098,0.005747899817985278,Humanities: Philosophy
Humanities,Philosophy,2007,9114,0.005605210865769529,Humanities: Philosophy
Humanities,Philosophy,2008,9315,0.005601238706573864,Humanities: Philosophy
Humanities,Philosophy,2009,9500,0.0055789512628690256,Humanities: Philosophy
Humanities,Philosophy,2010,9756,0.0055533703595972385,Humanities: Philosophy
Humanities,Philosophy,2011,9801,0.005362656410811982,Humanities: Philosophy
Humanities,Philosophy,2012,9884,0.005176069632904385,Humanities: Philosophy
Humanities,Philosophy,2013,9903,0.005051368072476904,Humanities: Philosophy
Humanities,Philosophy,2014,9296,0.004672927732991644,Humanities: Philosophy
Humanities,Philosophy,2015,8625,0.004280418265103053,Humanities: Philosophy
Humanities,Philosophy,2016,7904,0.003871778681606455,Humanities: Philosophy
Humanities,Philosophy,2017,7973,0.0038334421550743464,Humanities: Philosophy
Humanities,Religion,1999,3452,0.0028218222006779893,Humanities: Religion
Humanities,Religion,2e3,3414,0.0027111784890937406,Humanities: Religion
Humanities,Religion,2001,4250,0.00322156889647242,Humanities: Religion
Humanities,Religion,2002,4500,0.003272665389599906,Humanities: Religion
Humanities,Religion,2003,4896,0.0034124958964318647,Humanities: Religion
Humanities,Religion,2004,5290,0.003545136829548615,Humanities: Religion
Humanities,Religion,2005,5392,0.0035071515451109967,Humanities: Religion
Humanities,Religion,2006,5634,0.0035594270800757373,Humanities: Religion
Humanities,Religion,2007,5710,0.003511713193278913,Humanities: Religion
Humanities,Religion,2008,5767,0.0034677770929480915,Humanities: Religion
Humanities,Religion,2009,5722,0.003360290434330165,Humanities: Religion
Humanities,Religion,2010,5864,0.003337942167761194,Humanities: Religion
Humanities,Religion,2011,5996,0.003280735418756111,Humanities: Religion
Humanities,Religion,2012,5815,0.0030452089149472887,Humanities: Religion
Humanities,Religion,2013,5992,0.0030564270918188034,Humanities: Religion
Humanities,Religion,2014,5611,0.0028205462037237646,Humanities: Religion
Humanities,Religion,2015,5225,0.002593064977989965,Humanities: Religion
Humanities,Religion,2016,4828,0.0023649984153334977,Humanities: Religion
Humanities,Religion,2017,4409,0.0021198603363505324,Humanities: Religion
Humanities,Study of the Arts,1999,5003,0.0040896803215504,Humanities: Study of the Arts
Humanities,Study of the Arts,2e3,3818,0.003032009218324517,Humanities: Study of the Arts
Humanities,Study of the Arts,2001,4504,0.0034141050140498305,Humanities: Study of the Arts
Humanities,Study of the Arts,2002,4720,0.003432662364202568,Humanities: Study of the Arts
Humanities,Study of the Arts,2003,5803,0.004044671913193242,Humanities: Study of the Arts
Humanities,Study of the Arts,2004,5886,0.00394455111128982,Humanities: Study of the Arts
Humanities,Study of the Arts,2005,6413,0.004171246820993476,Humanities: Study of the Arts
Humanities,Study of the Arts,2006,6786,0.00428723325619346,Humanities: Study of the Arts
Humanities,Study of the Arts,2007,7264,0.004467440391589847,Humanities: Study of the Arts
Humanities,Study of the Arts,2008,7645,0.00459704454232498,Humanities: Study of the Arts
Humanities,Study of the Arts,2009,7886,0.004631116806208962,Humanities: Study of the Arts
Humanities,Study of the Arts,2010,8149,0.004638623929925983,Humanities: Study of the Arts
Humanities,Study of the Arts,2011,8201,0.004487210001537503,Humanities: Study of the Arts
Humanities,Study of the Arts,2012,8431,0.004415160165420566,Humanities: Study of the Arts
Humanities,Study of the Arts,2013,8409,0.004289301638034766,Humanities: Study of the Arts
Humanities,Study of the Arts,2014,8595,0.004320547963109206,Humanities: Study of the Arts
Humanities,Study of the Arts,2015,8049,0.0039945607670509534,Humanities: Study of the Arts
Humanities,Study of the Arts,2016,8145,0.003989832662156449,Humanities: Study of the Arts
Humanities,Study of the Arts,2017,8137,0.0039122938437024905,Humanities: Study of the Arts
Natural Sciences,Biology,1999,66694,0.05451871664311061,Natural Sciences: Biology
Natural Sciences,Biology,2e3,65173,0.05175619088157773,Natural Sciences: Biology
Natural Sciences,Biology,2001,64130,0.04861157960724148,Natural Sciences: Biology
Natural Sciences,Biology,2002,63887,0.0464623941656376,Natural Sciences: Biology
Natural Sciences,Biology,2003,65028,0.04532430211461832,Natural Sciences: Biology
Natural Sciences,Biology,2004,66311,0.044438859792854106,Natural Sciences: Biology
Natural Sciences,Biology,2005,69797,0.045398489687335356,Natural Sciences: Biology
Natural Sciences,Biology,2006,74544,0.047095124646284306,Natural Sciences: Biology
Natural Sciences,Biology,2007,81069,0.04985833220068795,Natural Sciences: Biology
Natural Sciences,Biology,2008,84347,0.050719021061018325,Natural Sciences: Biology
Natural Sciences,Biology,2009,87449,0.051355127261750885,Natural Sciences: Biology
Natural Sciences,Biology,2010,91948,0.052339206419049496,Natural Sciences: Biology
Natural Sciences,Biology,2011,96092,0.05257712272500204,Natural Sciences: Biology
Natural Sciences,Biology,2012,102228,0.05353492982927454,Natural Sciences: Biology
Natural Sciences,Biology,2013,107396,0.05478104872379377,Natural Sciences: Biology
Natural Sciences,Biology,2014,112459,0.05653106496606145,Natural Sciences: Biology
Natural Sciences,Biology,2015,118392,0.05875562657879196,Natural Sciences: Biology
Natural Sciences,Biology,2016,122255,0.05988667797568284,Natural Sciences: Biology
Natural Sciences,Biology,2017,126123,0.060640314175898886,Natural Sciences: Biology
Natural Sciences,Chemistry,1999,13586,0.011105815880188634,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2e3,13473,0.010699387165659041,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2001,13573,0.010288554031016507,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2002,13131,0.009549637606852525,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2003,13005,0.009064442224897142,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2004,12997,0.0087100460063598,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2005,13610,0.008852435558041667,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2006,14503,0.009162650149509836,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2007,15004,0.00922762605113079,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2008,15730,0.009458667187805355,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2009,16400,0.009631031653794949,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2010,16816,0.009572107007686261,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2011,17848,0.009765604695456816,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2012,19192,0.010050498623502728,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2013,19842,0.010121099191566873,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2014,20810,0.010460803154427292,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2015,21202,0.010522136586285789,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2016,21329,0.010448022203945355,Natural Sciences: Chemistry
Natural Sciences,Chemistry,2017,21965,0.01056083744339747,Natural Sciences: Chemistry
Natural Sciences,Exercise Science,1999,3471,0.002837353667020076,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2e3,3788,0.0030081851542727266,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2001,4219,0.003198070393933445,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2002,4571,0.0033243007768580376,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2003,5188,0.003616018936006641,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2004,5459,0.003658393563800735,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2005,5874,0.00382066175370586,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2006,6781,0.004284074375220727,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2007,7853,0.004829681910125973,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2008,8781,0.005280137099562544,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2009,9757,0.005729876575980324,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2010,11799,0.006716299392464925,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2011,14562,0.007967656632409354,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2012,16871,0.008835033465877164,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2013,19239,0.009813518160798057,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2014,20896,0.010504033768136122,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2015,22825,0.011327599640693006,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2016,23904,0.011709387348826,Natural Sciences: Exercise Science
Natural Sciences,Exercise Science,2017,25320,0.012173931439418344,Natural Sciences: Exercise Science
Natural Sciences,Math and Statistics,1999,12059,0.009857576453643069,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2e3,11481,0.009117469312620162,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2001,12442,0.009431237696449376,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2002,13347,0.00970672554555332,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2003,14093,0.009822774646326443,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2004,15163,0.010161608647721294,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2005,16257,0.010574139960843746,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2006,16797,0.010611944739799815,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2007,17085,0.010507464081816152,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2008,17223,0.010356428796921273,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2009,17679,0.010382134671185421,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2010,18374,0.010458961355805622,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2011,19972,0.010927759803768687,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2012,21940,0.011489575854504474,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2013,23883,0.01218235117388326,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2014,24517,0.012324243677899756,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2015,25644,0.012726614027861181,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2016,26796,0.013126035115425932,Natural Sciences: Math and Statistics
Natural Sciences,Math and Statistics,2017,28279,0.013596627455581017,Natural Sciences: Math and Statistics
Misc,Agriculture,1999,7979,0.006522398418079281,Misc: Agriculture
Misc,Agriculture,2e3,7880,0.006257787490936929,Misc: Agriculture
Misc,Agriculture,2001,8006,0.0060686777847431045,Misc: Agriculture
Misc,Agriculture,2002,7980,0.005803526624223833,Misc: Agriculture
Misc,Agriculture,2003,7651,0.005332721834885661,Misc: Agriculture
Misc,Agriculture,2004,7286,0.004882772578467147,Misc: Agriculture
Misc,Agriculture,2005,7524,0.004893881347443461,Misc: Agriculture
Misc,Agriculture,2006,7582,0.004790127107052581,Misc: Agriculture
Misc,Agriculture,2007,8070,0.004963139311691914,Misc: Agriculture
Misc,Agriculture,2008,8103,0.004872446295154913,Misc: Agriculture
Misc,Agriculture,2009,8228,0.004831959051672247,Misc: Agriculture
Misc,Agriculture,2010,8372,0.004765561362294801,Misc: Agriculture
Misc,Agriculture,2011,8775,0.004801276400864722,Misc: Agriculture
Misc,Agriculture,2012,9258,0.004848244907064832,Misc: Agriculture
Misc,Agriculture,2013,9869,0.0050340251951201224,Misc: Agriculture
Misc,Agriculture,2014,10366,0.005210796996578246,Misc: Agriculture
Misc,Agriculture,2015,10984,0.005451143678132398,Misc: Agriculture
Misc,Agriculture,2016,11371,0.00557009050968459,Misc: Agriculture
Misc,Agriculture,2017,11415,0.005488366010306492,Misc: Agriculture
Misc,Architecture,1999,8295,0.006780711226716084,Misc: Architecture
Misc,Architecture,2e3,8495,0.006746180803998631,Misc: Architecture
Misc,Architecture,2001,8563,0.006490892814233725,Misc: Architecture
Misc,Architecture,2002,8901,0.006473332140628614,Misc: Architecture
Misc,Architecture,2003,9145,0.0063740349209292085,Misc: Architecture
Misc,Architecture,2004,8912,0.005972449796774529,Misc: Architecture
Misc,Architecture,2005,9284,0.006038648914096902,Misc: Architecture
Misc,Architecture,2006,9576,0.00604988883897857,Misc: Architecture
Misc,Architecture,2007,9814,0.0060357186127564365,Misc: Architecture
Misc,Architecture,2008,9941,0.0059776611896994935,Misc: Architecture
Misc,Architecture,2009,10197,0.005988270108155311,Misc: Architecture
Misc,Architecture,2010,10144,0.005774230107395899,Misc: Architecture
Misc,Architecture,2011,9902,0.005417918965397434,Misc: Architecture
Misc,Architecture,2012,9847,0.005156693411089588,Misc: Architecture
Misc,Architecture,2013,9842,0.005020252910160325,Misc: Architecture
Misc,Architecture,2014,9236,0.004642766839706414,Misc: Architecture
Misc,Architecture,2015,9221,0.0045762013707264055,Misc: Architecture
Misc,Architecture,2016,9002,0.004409634576394397,Misc: Architecture
Misc,Architecture,2017,8684,0.004175293073456118,Misc: Architecture
Misc,Communication,1999,23864,0.019507521725660355,Misc: Communication
Misc,Communication,2e3,24991,0.019846239490609745,Misc: Communication
Misc,Communication,2001,26775,0.020295884047776245,Misc: Communication
Misc,Communication,2002,28675,0.020854151121506067,Misc: Communication
Misc,Communication,2003,31430,0.021906606622723347,Misc: Communication
Misc,Communication,2004,32783,0.0219697959703388,Misc: Communication
Misc,Communication,2005,33360,0.021698548877022043,Misc: Communication
Misc,Communication,2006,34726,0.02193906013182642,Misc: Communication
Misc,Communication,2007,35108,0.02159180854459476,Misc: Communication
Misc,Communication,2008,35952,0.021618436283278964,Misc: Communication
Misc,Communication,2009,36545,0.021461344621215635,Misc: Communication
Misc,Communication,2010,36354,0.020693647606887865,Misc: Communication
Misc,Communication,2011,36182,0.019797126237730757,Misc: Communication
Misc,Communication,2012,35984,0.018844161237396947,Misc: Communication
Misc,Communication,2013,35872,0.01829775578066157,Misc: Communication
Misc,Communication,2014,36713,0.01845494791967752,Misc: Communication
Misc,Communication,2015,37480,0.018600588588528977,Misc: Communication
Misc,Communication,2016,38089,0.018657917282857827,Misc: Communication
Misc,Communication,2017,38697,0.018605632895385926,Misc: Communication
Misc,Criminal Justice,1999,25387,0.02075249136981811,Misc: Criminal Justice
Misc,Criminal Justice,2e3,25574,0.02030922046868287,Misc: Criminal Justice
Misc,Criminal Justice,2001,26569,0.0201397327083237,Misc: Criminal Justice
Misc,Criminal Justice,2002,27043,0.0196672644735445,Misc: Criminal Justice
Misc,Criminal Justice,2003,27700,0.019306808891168842,Misc: Criminal Justice
Misc,Criminal Justice,2004,29633,0.019858797669189812,Misc: Criminal Justice
Misc,Criminal Justice,2005,32250,0.020976564786689474,Misc: Criminal Justice
Misc,Criminal Justice,2006,36998,0.023374455645836373,Misc: Criminal Justice
Misc,Criminal Justice,2007,40727,0.025047555730765374,Misc: Criminal Justice
Misc,Criminal Justice,2008,41830,0.025152959215886714,Misc: Criminal Justice
Misc,Criminal Justice,2009,43381,0.025475840498370653,Misc: Criminal Justice
Misc,Criminal Justice,2010,45319,0.025796760078575977,Misc: Criminal Justice
Misc,Criminal Justice,2011,49578,0.027126801299381335,Misc: Criminal Justice
Misc,Criminal Justice,2012,55846,0.029245526580248718,Misc: Criminal Justice
Misc,Criminal Justice,2013,62621,0.03194200949879594,Misc: Criminal Justice
Misc,Criminal Justice,2014,64791,0.03256924061405568,Misc: Criminal Justice
Misc,Criminal Justice,2015,65239,0.03237683561705021,Misc: Criminal Justice
Misc,Criminal Justice,2016,63714,0.031210337413951628,Misc: Criminal Justice
Misc,Criminal Justice,2017,62847,0.030217024848859582,Misc: Criminal Justice
Misc,Environment and Conservation,1999,9934,0.008120504560120263,Misc: Environment and Conservation
Misc,Environment and Conservation,2e3,9554,0.00758717026502683,Misc: Environment and Conservation
Misc,Environment and Conservation,2001,9307,0.0070548568751691325,Misc: Environment and Conservation
Misc,Environment and Conservation,2002,9272,0.006743145220526739,Misc: Environment and Conservation
Misc,Environment and Conservation,2003,6834,0.0047632755221028115,Misc: Environment and Conservation
Misc,Environment and Conservation,2004,8795,0.005894041288446138,Misc: Environment and Conservation
Misc,Environment and Conservation,2005,9054,0.0058890486070910545,Misc: Environment and Conservation
Misc,Environment and Conservation,2006,9249,0.0058432980233618205,Misc: Environment and Conservation
Misc,Environment and Conservation,2007,9198,0.005656871795407958,Misc: Environment and Conservation
Misc,Environment and Conservation,2008,9900,0.005953007320996377,Misc: Environment and Conservation
Misc,Environment and Conservation,2009,10434,0.0061274502607132015,Misc: Environment and Conservation
Misc,Environment and Conservation,2010,11692,0.006655392193974058,Misc: Environment and Conservation
Misc,Environment and Conservation,2011,13615,0.007449501788920022,Misc: Environment and Conservation
Misc,Environment and Conservation,2012,15631,0.0081856681942461,Misc: Environment and Conservation
Misc,Environment and Conservation,2013,17534,0.008943823869818242,Misc: Environment and Conservation
Misc,Environment and Conservation,2014,18092,0.009094514688606371,Misc: Environment and Conservation
Misc,Environment and Conservation,2015,18227,0.009045702460061837,Misc: Environment and Conservation
Misc,Environment and Conservation,2016,18655,0.009138161855436288,Misc: Environment and Conservation
Misc,Environment and Conservation,2017,19128,0.009196799390726464,Misc: Environment and Conservation
Misc,General,1999,32003,0.02616071143925194,Misc: General
Misc,General,2e3,33876,0.026902133127281652,Misc: General
Misc,General,2001,31807,0.02411022162119959,Misc: General
Misc,General,2002,33043,0.024030818326344374,Misc: General
Misc,General,2003,51821,0.03611906655412493,Misc: General
Misc,General,2004,45102,0.030225474723308436,Misc: General
Misc,General,2005,47167,0.030679120350194804,Misc: General
Misc,General,2006,49060,0.030994940104457875,Misc: General
Misc,General,2007,50971,0.031347729102385195,Misc: General
Misc,General,2008,54339,0.03267479442582042,Misc: General
Misc,General,2009,56108,0.03294987341653213,Misc: General
Misc,General,2010,65384,0.03721828286099896,Misc: General
Misc,General,2011,71216,0.03896611967680707,Misc: General
Misc,General,2012,76975,0.04031039659983965,Misc: General
Misc,General,2013,81412,0.04152700974618699,Misc: General
Misc,General,2014,85145,0.04280082097951522,Misc: General
Misc,General,2015,85520,0.042441897974679774,Misc: General
Misc,General,2016,88946,0.04357024628215685,Misc: General
Misc,General,2017,91562,0.044023282403476395,Misc: General
Misc,Home Economics,1999,16249,0.013282673504871566,Misc: Home Economics
Misc,Home Economics,2e3,16369,0.012999203482125202,Misc: Home Economics
Misc,Home Economics,2001,16653,0.012623243960695344,Misc: Home Economics
Misc,Home Economics,2002,17208,0.012514672449830039,Misc: Home Economics
Misc,Home Economics,2003,18168,0.012663036243131968,Misc: Home Economics
Misc,Home Economics,2004,19435,0.013024524438993825,Misc: Home Economics
Misc,Home Economics,2005,20331,0.013224016703199495,Misc: Home Economics
Misc,Home Economics,2006,21037,0.013290675804677545,Misc: Home Economics
Misc,Home Economics,2007,21722,0.01335927040007085,Misc: Home Economics
Misc,Home Economics,2008,22212,0.013356383698380962,Misc: Home Economics
Misc,Home Economics,2009,22357,0.013129327724627663,Misc: Home Economics
Misc,Home Economics,2010,22340,0.012716512283046566,Misc: Home Economics
Misc,Home Economics,2011,23003,0.01258618359533803,Misc: Home Economics
Misc,Home Economics,2012,23982,0.01255893382601305,Misc: Home Economics
Misc,Home Economics,2013,24526,0.0125103355897777,Misc: Home Economics
Misc,Home Economics,2014,25138,0.012636408923401888,Misc: Home Economics
Misc,Home Economics,2015,25157,0.012484925483501158,Misc: Home Economics
Misc,Home Economics,2016,25863,0.012669004560018692,Misc: Home Economics
Misc,Home Economics,2017,25584,0.012300863425990478,Misc: Home Economics
Misc,Liberal Arts,1999,34539,0.02823375347312198,Misc: Liberal Arts
Misc,Liberal Arts,2e3,35662,0.02832045907383157,Misc: Liberal Arts
Misc,Liberal Arts,2001,37820,0.028668173097549866,Misc: Liberal Arts
Misc,Liberal Arts,2002,38948,0.028325282576474917,Misc: Liberal Arts
Misc,Liberal Arts,2003,40296,0.02808617946131912,Misc: Liberal Arts
Misc,Liberal Arts,2004,41906,0.02808364914538077,Misc: Liberal Arts
Misc,Liberal Arts,2005,42971,0.027949890401514216,Misc: Liberal Arts
Misc,Liberal Arts,2006,42618,0.02692503785918846,Misc: Liberal Arts
Misc,Liberal Arts,2007,44057,0.027095542584288805,Misc: Liberal Arts
Misc,Liberal Arts,2008,44961,0.02703567294538567,Misc: Liberal Arts
Misc,Liberal Arts,2009,45546,0.02674725412827712,Misc: Liberal Arts
Misc,Liberal Arts,2010,45877,0.026114388272575083,Misc: Liberal Arts
Misc,Liberal Arts,2011,45284,0.024777321998490948,Misc: Liberal Arts
Misc,Liberal Arts,2012,45595,0.023877265774208362,Misc: Liberal Arts
Misc,Liberal Arts,2013,45224,0.02306806722303297,Misc: Liberal Arts
Misc,Liberal Arts,2014,43892,0.022063698801255298,Misc: Liberal Arts
Misc,Liberal Arts,2015,42518,0.021100849135727722,Misc: Liberal Arts
Misc,Liberal Arts,2016,42803,0.020967072736437387,Misc: Liberal Arts
Misc,Liberal Arts,2017,43026,0.020687028993381266,Misc: Liberal Arts
Misc,Public Administration,1999,15679,0.01281672951460898,Misc: Public Administration
Misc,Public Administration,2e3,15336,0.01217886154327522,Misc: Public Administration
Misc,Public Administration,2001,14589,0.01105869850132615,Misc: Public Administration
Misc,Public Administration,2002,14305,0.010403439644050367,Misc: Public Administration
Misc,Public Administration,2003,13782,0.009606008669245089,Misc: Public Administration
Misc,Public Administration,2004,13545,0.00907729269494064,Misc: Public Administration
Misc,Public Administration,2005,13970,0.009086592560311689,Misc: Public Administration
Misc,Public Administration,2006,14321,0.009047666882102349,Misc: Public Administration
Misc,Public Administration,2007,15154,0.009319877711199413,Misc: Public Administration
Misc,Public Administration,2008,15243,0.009165827332721997,Misc: Public Administration
Misc,Public Administration,2009,15505,0.009105435719029921,Misc: Public Administration
Misc,Public Administration,2010,15425,0.008780313427304981,Misc: Public Administration
Misc,Public Administration,2011,16047,0.008780180331017231,Misc: Public Administration
Misc,Public Administration,2012,17634,0.009234602580598536,Misc: Public Administration
Misc,Public Administration,2013,19199,0.009793114775672431,Misc: Public Administration
Misc,Public Administration,2014,20522,0.010316030866658188,Misc: Public Administration
Misc,Public Administration,2015,21346,0.010593600960798814,Misc: Public Administration
Misc,Public Administration,2016,21822,0.010689518521004056,Misc: Public Administration
Misc,Public Administration,2017,22535,0.010834895141678213,Misc: Public Administration
Misc,Religion and Theology,1999,7163,0.005855362810966523,Misc: Religion and Theology
Misc,Religion and Theology,2e3,7332,0.005822601254257559,Misc: Religion and Theology
Misc,Religion and Theology,2001,8411,0.0063756743501716525,Misc: Religion and Theology
Misc,Religion and Theology,2002,9388,0.00682750726168087,Misc: Religion and Theology
Misc,Religion and Theology,2003,9719,0.006774111032970036,Misc: Religion and Theology
Misc,Religion and Theology,2004,9750,0.006534042360699243,Misc: Religion and Theology
Misc,Religion and Theology,2005,10793,0.007020157015278744,Misc: Religion and Theology
Misc,Religion and Theology,2006,10132,0.006401156403146498,Misc: Religion and Theology
Misc,Religion and Theology,2007,10287,0.006326618847506161,Misc: Religion and Theology
Misc,Religion and Theology,2008,10366,0.006233219584792772,Misc: Religion and Theology
Misc,Religion and Theology,2009,10385,0.00609867461735735,Misc: Religion and Theology
Misc,Religion and Theology,2010,10134,0.005768537845854696,Misc: Religion and Theology
Misc,Religion and Theology,2011,9992,0.005467162825919123,Misc: Religion and Theology
Misc,Religion and Theology,2012,10422,0.00545781037172496,Misc: Religion and Theology
Misc,Religion and Theology,2013,10433,0.005321712925391452,Misc: Religion and Theology
Misc,Religion and Theology,2014,10856,0.005457110958407625,Misc: Religion and Theology
Misc,Religion and Theology,2015,11060,0.005488860986903161,Misc: Religion and Theology
Misc,Religion and Theology,2016,11356,0.005562742751559072,Misc: Religion and Theology
Misc,Religion and Theology,2017,11086,0.0053301818300707645,Misc: Religion and Theology
Misc,Technician,1999,15382,0.012573948172314262,Misc: Technician
Misc,Technician,2e3,15788,0.012537810774988863,Misc: Technician
Misc,Technician,2001,15978,0.01211158301831443,Misc: Technician
Misc,Technician,2002,16193,0.011776504589731394,Misc: Technician
Misc,Technician,2003,15134,0.010548348222344739,Misc: Technician
Misc,Technician,2004,16225,0.010873316646394382,Misc: Technician
Misc,Technician,2005,16532,0.010753009893133346,Misc: Technician
Misc,Technician,2006,16753,0.010584146587239763,Misc: Technician
Misc,Technician,2007,18187,0.011185206277786968,Misc: Technician
Misc,Technician,2008,19370,0.011647449677545437,Misc: Technician
Misc,Technician,2009,19833,0.011647088462787515,Misc: Technician
Misc,Technician,2010,19818,0.011280923922355275,Misc: Technician
Misc,Technician,2011,20361,0.011140602712023545,Misc: Technician
Misc,Technician,2012,20822,0.010904099746695177,Misc: Technician
Misc,Technician,2013,20833,0.010626593058054261,Misc: Technician
Misc,Technician,2014,20407,0.010258222487861497,Misc: Technician
Misc,Technician,2015,20977,0.010410473501109187,Misc: Technician
Misc,Technician,2016,20313,0.009950334053576914,Misc: Technician
Misc,Technician,2017,21206,0.010195907982002582,Misc: Technician
Social & Behavioral Sciences,Anthropology,1999,6935,0.005668985214861488,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2e3,6935,0.005507329473305534,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2001,7221,0.0054736350591593754,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2002,7579,0.005511895775061708,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2003,7855,0.005474909163903655,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2004,8065,0.005404825809132246,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2005,8251,0.005366748404805422,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2006,8579,0.005420007973015575,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2007,8581,0.005277409966992356,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2008,9350,0.005622284692052134,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2009,9806,0.0057586522193361755,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2010,10247,0.005832860401270285,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2011,10754,0.005884094178336094,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2012,11886,0.006224480337586152,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2013,12369,0.006309236765471759,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2014,12136,0.006100543348492533,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2015,10989,0.005453625080025211,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Anthropology,2016,10035,0.0049156501859717585,Social & Behavioral Sciences: Anthropology
